nearest_x,run,agent_id,x,y,z
2.000000000000000000e+00,0.000000000000000000e+00,1.650000000000000000e+02,8.032442961810676252e+01,5.923178187233964387e+00,7.412686365059070681e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.660000000000000000e+02,4.799435621674567187e+01,1.919140446951330503e+01,9.205373620608921215e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.670000000000000000e+02,8.777719829766643045e+01,8.328107675716947256e+01,5.141400204727475653e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.680000000000000000e+02,5.848958668915326342e+00,5.490954370955000741e+01,7.244560497943836275e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.690000000000000000e+02,4.188353963739211849e+01,4.907676374331180824e+01,1.762395691323231262e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.700000000000000000e+02,8.428486483232619264e+01,8.710139538417514871e+00,7.274359420043357716e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.710000000000000000e+02,4.521773128569316924e+01,3.958287542306620566e+01,6.471888609428606287e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.720000000000000000e+02,9.198975011190610473e+01,7.338805853996507267e+01,3.759033560641778138e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.730000000000000000e+02,9.313414919289756710e+01,7.613402875317079577e+01,4.278639996056998740e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.740000000000000000e+02,6.230104305762862893e+00,5.272444798760799500e+01,6.877894024713272714e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.750000000000000000e+02,5.109076675640816489e+01,4.238246090913987274e+01,6.044345245421666846e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.760000000000000000e+02,5.926112428979105573e+01,9.309243342987504377e+01,9.154604816850454796e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.770000000000000000e+02,8.468100909951348854e+01,8.449075876682195485e+01,8.371601995971816734e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.780000000000000000e+02,4.657117476113630516e+01,1.745400059670353343e+01,9.192113045463224807e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.790000000000000000e+02,2.461601917091530112e+01,7.244538150544291000e+01,7.484003348437464354e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.800000000000000000e+02,8.923927493834943903e+01,4.674808337847517237e+01,8.661121329925582302e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.810000000000000000e+02,1.320179484672185666e+01,8.153233975239962206e+01,9.058345219693291028e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.820000000000000000e+02,5.592602809017207477e+01,9.334240427176690957e+01,8.309809360166745762e+00
2.000000000000000000e+00,0.000000000000000000e+00,1.830000000000000000e+02,8.786031944041475583e+01,8.938349290666455715e+01,5.204214913889084215e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.840000000000000000e+02,6.114421149186267890e+00,3.865117987149712775e+01,3.175315968481374540e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.850000000000000000e+02,1.396817962387227929e+01,8.345030998888947238e+01,9.149922436996757824e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.860000000000000000e+02,9.058654432044707505e+01,4.663779273642194312e+01,9.099618715713334893e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.870000000000000000e+02,3.466333925944945804e+01,4.404976253828380806e+01,9.091196588826286984e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.880000000000000000e+02,3.090266213437341136e+01,1.005934248368615336e+01,9.043154338550041871e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.890000000000000000e+02,8.954513131780464619e+01,9.442027482094199797e+01,4.945956615738045770e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.900000000000000000e+02,1.975140111436235557e+01,4.475169262901107459e+01,8.472425781655307730e+01
2.000000000000000000e+00,0.000000000000000000e+00,1.910000000000000000e+02,8.244491648537966455e+01,6.930356361112792740e+00,7.825314219525574799e+01
