nearest_x,run,step,agent_id,x,y,z
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,5.400000000000000000e+01,8.529895775971789362e+01,8.344880520183545514e+01,5.040328640331388499e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,5.500000000000000000e+01,8.594241672285643574e+01,8.312710901132139441e+01,4.809976422910729354e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,5.600000000000000000e+01,8.924522805643246670e+01,6.287141851616926402e+01,4.696171257870798854e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,5.700000000000000000e+01,6.077472413841557852e+01,8.413602648222702385e+01,5.398230011174145915e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,5.800000000000000000e+01,7.591612240402098166e+01,8.723536303721525087e+01,6.726488995918116665e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,5.900000000000000000e+01,8.512418448409111704e+01,8.389158874638854968e+01,4.862558810967749778e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,6.000000000000000000e+01,9.236574541024342011e+01,8.311235210905304882e+01,8.254248186950878363e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,6.100000000000000000e+01,7.579724292846599099e+01,8.465373742091341569e+01,7.503921673024282590e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,6.200000000000000000e+01,9.477171126937145118e+01,8.646515100707004819e+01,2.454312542239931716e+01
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,6.300000000000000000e+01,8.505118280849271173e+01,8.337970393688708270e+01,4.345978278981463383e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,6.400000000000000000e+01,9.058724903683361163e+01,8.069016465302273389e+01,5.075909601158012485e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,6.500000000000000000e+01,6.873729351499962092e+01,8.482823901690319701e+01,9.611801387014798692e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,6.600000000000000000e+01,8.684118735192757299e+01,8.579774791600875972e+01,5.391355160571322358e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,6.700000000000000000e+01,8.419010791837104080e+01,8.447869929693648317e+01,4.527451799060726145e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,6.800000000000000000e+01,8.907248152684519482e+01,8.353797632272014084e+01,6.339073396335722421e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.010000000000000000e+02,6.900000000000000000e+01,9.298641685788255984e+01,8.172368865555041850e+01,5.098819826146325340e+00
